,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init,pca.costs_runtime,limo.avg_length,limo.avg_length_norm,limo.length_mean,limo.length_sd,limo.cor,limo.cor_norm,limo.ratio_mean,limo.ratio_sd,limo.sd_ratio_reg,limo.sd_ratio_norm,limo.sd_mean_reg,limo.sd_mean_norm,limo.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,kind,dim,fid,ndoe
0,0.6133382074455156,0.6360115137169855,0.0161056513174705,0.05831334847228472,3.6207840529752615,0.6256841946321597,0.851410830507015,26.828231339513916,0.9219339022952674,0.0585606,-0.4620115976344673,-0.5976329334698237,1.0,0.0452372,0.061399999999999975,0.057199999999999994,1.0749403587344522,0.16639999999999994,0.1494,1.1138546960023314,0.1965,0.16439999999999994,1.1953239475758322,0.5810728000000001,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5003911846361422,0.5003807490049803,0.5002653177785861,0.5943757613007031,0.0752398,0.05458250843032536,0.519057545147493,0.1232644082038947,0.04812779093701466,-0.2575588004810495,-0.20157547752575883,4.884977965574037,13.05173542863579,2.220934921197555,2.204748696901907,0.0801226558384846,0.5692651631546647,1.8219332000000001,0.18966859927263474,0.7797941693727621,0.16861707960763422,0.24248488007556826,-0.10440543409899279,1.6569966,0.1942689474234807,0.5584500226289695,0.7519661343251869,0.8662832209805377,0.15755230412130977,0.26670865847348746,0.4153978480164108,0.7201009520132585,-4.2029943924421485,-2.3032960622514373,-1.2938395639462628,-0.6975185248359865,-4.31475005256004,-3.755686537498371,-2.9941500338830025,-1.4335566587762718,0.40716359999999996,0.7179028161463836,-0.3953953953953952,0.04996416261732612,-1.1481481481481481,0.3559559559559559,2.6325817999999996,Affine,2,0_2D,
0,0.21848817414468477,0.7831928680978768,0.00015670497492870794,0.013325986636471863,146.32897251120102,0.29941016056613534,0.7110781023565336,10.582734147032337,0.8833958219133138,0.271014,-1.399316236043282,3.9075175107751385,3.6,0.10558959999999999,0.09423999999999996,0.08603999999999992,1.0955866051245429,0.18375999999999998,0.11139999999999994,1.6496594077887992,0.30711999999999995,0.15524,1.9789975599406557,0.8453551999999999,1.0,1.0,0.8333333333333334,0.8333333333333334,0.20040818429262855,0.20039929810944074,0.2003642337812208,0.24475903738348634,0.4527384,,,,,,,,,,,,,,0.541549376644706,0.8585097779371884,0.5186427198008458,0.1692239199848403,-0.3467960910796887,5.880838799999999,1.0237267838212005,1.037234843786152,1.0843496013273042,1.0719565939010534,1.1094218540162604,1.0965090705181413,1.1236404017886517,1.091800118023847,0.20848971860566148,0.32718446969702414,0.7411852735961911,0.6322866294363856,0.966375362888261,0.8523315981297724,1.091949590582821,0.8107462189133766,3.2086482,0.8056517131009924,-0.9079079079079075,0.01234217966056708,-1.6886886886886885,0.48187274909963984,6.300146,Affine,5,0_5D,
0,0.6055033187271649,0.819709203486586,0.014110779883027719,0.048486742405145354,3.4363590652929057,0.6462226695775654,0.8750036490088873,7.851164053108986,0.9256870359421416,0.07767519999999999,-1.5139935043632344,1.8251906552007973,1.2,0.03510100000000001,0.05409999999999998,0.0354,1.5329329488637513,0.053200000000000004,0.0508,1.0473888368218265,0.16599999999999998,0.15229999999999996,1.08967421017825,0.4576828,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5003911846361422,0.5003807490049803,0.5004430294398741,0.5928960201935289,0.1065644,0.0576324728687971,0.33889827405282197,0.10378367472423373,0.07551646772682949,-0.20272744995365494,-0.01810404571593156,8.656011589588026,28.510824410927086,1.0856314019785995,1.1759187139843092,0.08129293061395448,0.6671547322192213,1.666386,0.15509263616097038,0.6855882754588205,0.13607330770037282,0.300897140226998,-0.14596346159851561,1.2001487999999998,0.32400106384991445,0.4413159848265532,0.5408867179804998,0.7035638207739001,0.28447325073087926,0.3645201924591943,0.4565526400480685,0.6188239431419912,-3.5262702320849173,-2.914313215640357,-2.3949137220432943,-1.5463283597993813,-3.6646946790218893,-3.2547310909033635,-2.7833711533924976,-1.9522655404773108,0.3011006,0.7876976871503484,-0.023023023023022997,0.04959082953087614,-1.0120120120120117,0.5133133133133133,3.1869626,Affine,2,100_2D,
0,0.6166851119639947,0.7083344314598868,0.0017851132318547,0.029795764206794563,17.088157767137297,0.6514950805423834,0.7614995357381201,5.632706164596456,0.8091040771368793,0.8268415999999998,-0.5947504507271072,-0.019629268196299957,1.8,0.0626198,0.07551999999999999,0.07323999999999999,1.0318664367562798,0.15827999999999992,0.14112,1.1217276579434552,0.19436,0.15023999999999996,1.2940966288389748,1.0581828,1.0,1.0,0.8333333333333334,0.8333333333333334,0.20040818429262855,0.20039929810944074,0.2004202463703793,0.2975953729785116,0.4866396,,,,,,,,,,,,,,0.4951321700178967,0.8344775549250135,0.41440626288961224,0.19512169887014535,-0.3703848230005278,5.843316199999999,0.9105748559603255,0.9375812267742148,0.9629071530639968,0.9935235954689808,0.9049603819997547,0.9346955555534567,0.961615182033035,0.9935766049844001,-0.7857823764388779,-0.5484778490853486,-0.3259362103020823,-0.056909144516330855,-0.8393696164680484,-0.5767486321230478,-0.33900535939597704,-0.05672744507586171,2.3513113999999997,0.8413904069798954,-0.6916916916916914,0.02272833923701114,-1.3883883883883879,0.6048419367747098,7.883889600000001,Affine,5,100_5D,
0,0.8489830714090025,0.726718059700295,0.04511607658836957,0.05259978565301836,1.1658850071539544,0.8640688240221867,0.9451546728604825,1.0626942397618901,0.9814221853852958,0.064606,-0.8368814853775024,-0.1395207751733755,1.0,0.024182799999999997,0.04179999999999992,0.0512,0.8170879386147547,0.0758,0.07989999999999994,0.9486639675450099,0.07439999999999998,0.052700000000000004,1.4116699389230987,0.3792938,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5003911846361422,0.5003807490049803,0.5012958262389194,0.6406886499675901,0.1446668,0.07654323211420319,0.6960578957790524,0.09582528020646906,0.05330685336054062,0.19488121014867094,-0.0025119721040638586,20.883040324690676,139.03711549076087,1.2476365977336865,1.7268452461490067,0.055372704964189376,0.4936054371207305,1.5255098,0.30290654771231323,0.7754264171357359,0.25140093936247215,0.2515760750817453,-0.07917750754429217,1.0223874,0.26105431476664176,0.38010999035075,0.48568829613947057,0.7207373744817487,0.1873195073644688,0.33009264390523974,0.4494585080088621,0.6589162581799834,-3.8546294652220707,-3.233588572642739,-2.6828497941015996,-1.4567431343376438,-4.162291140084427,-3.431057981407892,-2.8196998123886363,-1.7469252996805942,0.2758234,0.7236576266398946,-0.5515515515515513,0.02879282744300124,-1.308308308308308,0.3845845845845846,3.3361536000000003,Affine,2,101_2D,
0,0.460942028638731,0.6855345095660907,0.0021568048856442,0.03255088123120412,15.226261051028018,0.6139816330683592,0.6256498226328854,2.5952725850898535,0.8107895562577498,0.2977708,-0.47435394941950815,-0.28496791659579385,1.4,0.0559752,0.09876,0.0871999999999999,1.1333589676700753,0.20667999999999997,0.13448,1.5369111040290357,0.23935999999999996,0.14707999999999996,1.6274433547924843,0.6214742,1.0,1.0,0.8333333333333334,0.8333333333333334,0.20040818429262855,0.20039929810944074,0.20038913766832483,0.27985398387096927,0.3981706,,,,,,,,,,,,,,0.5178600847139585,0.8557573228286012,0.47744843256701647,0.1714981398023958,-0.33675348307219466,6.047876400000001,1.0812597429681814,1.0660863142632617,1.0574374017881234,1.0412293348921513,1.1465743476606802,1.1074880421141877,1.084440555794516,1.053420768129468,0.7140291192965197,0.5807027903969217,0.5047054687896434,0.3622847077664346,1.2944975600871467,0.9493015188325206,0.7457474721670355,0.4717922353993892,2.1822582000000006,0.8137682572089784,-0.7957957957957954,0.01980952581712922,-1.492492492492492,0.5071628651460584,7.050368799999999,Affine,5,101_5D,
0,0.7713773966680968,0.7997541610862935,0.00930418546794014,0.06507029730937057,6.993687527338908,0.7828469854537324,0.9590330332459149,2.0927688172723005,0.986177578728441,0.0440582,-1.0829778483334767,0.12215061941820274,3.0,0.0157528,0.05709999999999996,0.0506,1.1286601941747572,0.05629999999999998,0.043099999999999986,1.3074665974598363,0.06709999999999997,0.0608,1.1034189713944929,0.4309852,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5003911846361422,0.5003807490049803,0.5009490014419813,0.626191234721522,0.13829180000000002,0.06286298121989034,0.6134117158632656,0.0724714440491805,0.0627887605064747,0.3664556228319738,0.20523881524254275,10.803028445642953,37.3225016105559,1.3963011782872894,1.3839336284610995,0.05059116192013979,0.5544359575842928,1.3026024,0.19803688794085694,0.7347807552962167,0.20013913738972625,0.2768764906449351,-0.051450192226883816,1.1283334,0.16008883803293544,0.5643625597137631,0.7308227434064181,0.7383625414816841,0.15290511981574895,0.2897525869185629,0.5829313497359432,0.6564348782881829,-4.3813025007712225,-2.2724483505640807,-1.4041323413951172,-1.3648029557002501,-4.338553367829367,-3.6376615519301376,-2.1360939278852613,-1.7596337479580868,0.26588399999999995,0.7216087591664739,-0.6676676676676674,0.013545466713547238,-1.6326326326326324,0.45475475475475474,3.2100938,Affine,2,102_2D,
0,0.3650153039724001,0.8330472876399597,0.00226406854122294,0.0267100113592992,11.801537818678447,0.41519125888753716,0.7476086013811576,5.754637738928874,0.9150658797075456,1.1575630000000001,-1.9509642627577328,4.327464968616342,2.4,0.067852,0.06559999999999999,0.05724,1.146720491089304,0.14884,0.10743999999999998,1.38571720135376,0.3055999999999999,0.18015999999999996,1.696524634945772,0.820397,1.0,1.0,0.8333333333333334,0.8333333333333334,0.20040818429262855,0.20039929810944074,0.20034455336953014,0.2674499694834069,0.7751201999999999,,,,,,,,,,,,,,0.48066368393394365,0.8387076567748245,0.5076131344585039,0.18443201659157232,-0.33429029026598434,5.3324732,0.8010216975123139,0.8927835398450364,0.9856362790538146,1.048506118884675,0.7917565414532227,0.8835435045210881,0.9862298242058015,1.0526955612509703,-1.7484302679029184,-0.942116317239841,-0.1262152717393398,0.426225651881342,-1.8391333397943135,-1.0285020138085235,-0.12161099686171925,0.4653889797027354,2.9647628,0.778007207499841,-0.7237237237237235,0.00698703796091558,-1.7367367367367366,0.5099639855942376,7.4204508,Affine,5,102_5D,
0,0.6618256883524076,0.8338592819208912,0.03403484216330508,0.040109917372343665,1.1785105002063754,0.8667254882810456,0.791099484498222,1.2339227311735053,0.9978506820499335,0.0558078,-1.7289085371480575,2.647580898125649,1.0,0.021423,0.031,0.0131,2.37183312983313,0.0129,0.028600000000000004,0.45156272835097255,0.0928,0.089,1.0425887753134855,0.3912596,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5003911846361422,0.5003807490049803,0.5000762720158083,0.6043956434345127,0.10609260000000001,0.05424919807303097,0.5349128563832137,0.07089667832061738,0.05123055828161434,-0.9603208739621847,-0.7648143575376731,4.762302347200389,24.502814152621955,1.1852931679066896,1.1620907654157828,0.0484777587377839,0.5994354996733569,1.4546375999999999,0.1908413166029823,0.7805361346900643,0.1758245866385868,0.24618252298884719,-0.06812240658509201,0.8214592,0.16330720567438559,0.2560882395414459,0.3603872530370992,0.5834544588816425,0.15514655162676805,0.24275801178208875,0.340509908393368,0.5469322749695626,-4.364514364172765,-3.8805326493823555,-3.3364686874880514,-2.1728628568780555,-4.327073004166715,-3.8783557144656733,-3.377702162993709,-2.3204706958020664,0.2877362,0.6891032547490837,-0.6276276276276274,0.01416922072395956,-1.5485485485485484,0.3793793793793794,3.1893260000000003,Affine,2,103_2D,
0,0.33268751130031593,0.8316504868594008,0.00035608906166368,0.016435131020446837,46.932147881051186,0.6768848719372516,0.6038506920964264,5.406333461287163,0.960857991601985,0.7126161999999999,-1.7943128285354863,4.374573056614549,3.2,0.05389940000000001,0.04435999999999994,0.03272,1.356727999286494,0.10588,0.08327999999999992,1.2718094792233816,0.31888,0.12699999999999997,2.5117784225343827,0.5343808,1.0,1.0,0.8333333333333334,0.8333333333333334,0.20040818429262855,0.20039929810944074,0.20036991757925882,0.26289191793084565,0.5554545999999999,,,,,,,,,,,,,,0.5475428626710679,0.8591955421646771,0.509909140026123,0.1690626539919509,-0.30736838565282587,6.319134600000001,0.6919970781717335,0.7773331295372772,0.86705430954629,1.021491395592142,0.6712959901210894,0.7543261860362831,0.8359646253203078,1.0170096585022912,-2.7064383246984054,-1.9565849129459152,-1.1682005937402766,0.18884525902230104,-2.902989542626486,-2.1697072512071407,-1.4487042336986287,0.15022397826465728,1.8915659999999999,0.8031877280707638,-0.9919919919919916,0.011368956791397081,-1.7087087087087085,0.4955982392957182,8.085599,Affine,5,103_5D,
