,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.m0,kind,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,x0,x1,x2,x3,x4,DiagonalCMA,DifferentialEvolution,modcma,modde,RCobyla,fid,dim
0,0.21848817414468477,0.7831928680978768,0.00015670497492870794,0.013325986636471863,146.32897251120102,0.29941016056613534,0.7110781023565336,10.582734147032337,0.8833958219133138,-1.399316236043282,3.9075175107751385,3.6,0.09423999999999996,0.08603999999999992,1.0955866051245429,0.18375999999999998,0.11139999999999994,1.6496594077887992,0.30711999999999995,0.15524,1.9789975599406557,0.541549376644706,0.8585097779371884,0.5186427198008458,0.1692239199848403,-0.3467960910796887,1.0237267838212005,1.037234843786152,1.0843496013273042,1.0719565939010534,1.1094218540162604,1.0965090705181413,1.1236404017886517,1.091800118023847,0.20848971860566148,0.32718446969702414,0.7411852735961911,0.6322866294363856,0.966375362888261,0.8523315981297724,1.091949590582821,0.8107462189133766,0.8056517131009924,-0.9079079079079075,0.48187274909963984,Affine,0.0,0.4253132473275798,0.0,0.0,0.0,0.0,0.0,0.0683113386173765,0.0,0.0,0.0,0.5063754140550436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,2,60,45,8,58,7,99,87,72,21,97,47,1,12,75,48,94,4,34,87,32,3,4.613284151666223,-0.8221918603221221,1.884811365640493,1.3550691181456394,-1.068164653681576,0.949930823529412,0.495295058823529,0.926216960784314,0.621546352941176,0.368542411764706,0,5
0,0.23780457221315138,0.7097912517650076,0.00135692416637716,0.02507091619790338,18.635915604344273,0.6379310628034417,0.3893520987595137,13.879836272041775,0.866773910621861,-0.6290308497216686,-0.17487983634102297,1.0,0.10024,0.0616,1.627464601462934,0.24644,0.09619999999999998,2.562467461965042,0.31388,0.13391999999999998,2.344567859233956,0.5881108007465428,0.8653715461214653,0.5177899846616192,0.16602949411917436,-0.34368209308382086,1.0681775731196397,1.0482148514692429,1.039007884651093,1.0280457596795025,1.1872349636618325,1.1245881594096088,1.087980047107042,1.047170770726488,0.5990779674408891,0.4236630615086344,0.3427628493722018,0.24643978147316967,1.653588388408507,1.1003180382565811,0.7770113368895505,0.4165956687313024,0.8134693509395573,-0.8438438438438434,0.5022008803521409,Affine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611096605202696,0.4222644217611833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216625917718547,0.0,0.0,0.0,0.0,92,68,57,76,24,33,3,4,30,70,49,30,72,82,16,53,6,24,92,96,89,28,21,8,2.211235189033422,0.9195108335889132,2.599395211375933,-3.063512964308066,-1.3972861473015086,0.239514019607843,0.340170745098039,0.854287647058824,0.381857901960784,0.227823254901961,1,5
0,0.8428086550304833,0.600986874296738,0.00030446146192659995,0.03880078274934788,128.0428622970365,0.8560551175039006,0.9731655711750749,4.077621738332185,0.9917554093246288,-0.3161591120692305,-0.5032323998530934,1.2,0.047239999999999935,0.0464,1.0186732806364995,0.09792000000000001,0.08699999999999992,1.1253917981629658,0.12511999999999998,0.08523999999999991,1.4683694972175472,0.6070574958027197,0.8636576668203976,0.5499104471054116,0.16663717555713367,-0.259621214844575,0.7772834655576344,0.8520234261508346,0.8991043481527395,0.9616036263506921,0.7660023077450939,0.845960127926897,0.8959662506239798,0.95981305372002,-1.957020030283171,-1.3002762348435328,-0.8865749339983718,-0.3373895491422324,-2.0665894852911464,-1.360425445830036,-0.9187891861798644,-0.35491739752027984,0.7919773331450202,-1.056056056056056,0.47130852340936374,Affine,0.0,0.0,0.2584651851549305,0.0,0.1934392482962113,0.0968879499386714,0.0,0.1553459488095222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958616678006644,0.0,0.0,36,9,40,85,51,1,63,68,74,26,40,3,9,32,67,4,6,73,26,2,66,85,86,3,1.7122191378332925,-3.751965374870827,2.7039756798911547,-3.665602277237849,-1.7554584896579517,0.913036960784314,0.52969862745098,0.941347921568627,0.689902862745098,0.423978607843137,2,5
0,0.648355865696481,0.8048463536177914,0.006142795635260141,0.027920477768299833,4.545510285816676,0.6972488486080513,0.8920248383796798,6.049412538708426,0.9685497934097009,-1.2486396628369758,1.6988202377620325,2.2,0.05484,0.05047999999999999,1.08636992543341,0.11847999999999996,0.09719999999999997,1.2189371232310737,0.18247999999999992,0.12535999999999994,1.456308870763176,0.5500857005685192,0.8502917907182624,0.5154206713074172,0.1771806332784484,-0.28793342774021496,0.8189625618120241,0.8773607932676974,0.9383442032509457,0.9915863985252795,0.7970246815505181,0.8637981454241708,0.9331794070492198,0.9908048150786541,-1.5907827723755326,-1.0776351798861823,-0.5417747593036755,-0.07392965072510793,-1.7925928363804637,-1.2028858428128657,-0.5901376479844028,-0.0812119090550357,0.7708727528754306,-0.8958958958958956,0.5242096838735495,Affine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3990340564755964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009659435244036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,59,38,33,15,75,74,14,66,45,48,44,37,29,99,84,85,34,59,43,33,19,8,31,-2.624713266650651,-4.390144383828643,-2.293431631095472,4.115112092837345,-4.730713530512233,0.483830156862745,0.377155784313725,0.922609588235294,0.510183352941177,0.127921019607843,3,5
0,0.6810938514917161,0.7703973184705737,0.0042233045134225395,0.031524041178887366,7.467486934430829,0.7095252779116156,0.9200462919471907,2.798409963886402,0.9632963348166639,-0.8084442862133147,0.47667261461995303,2.0,0.06180000000000001,0.05364,1.1523305655321336,0.12627999999999998,0.10407999999999999,1.2139866949980376,0.18491999999999995,0.13127999999999998,1.408640948110208,0.5370034685353988,0.8497657066708699,0.4999773571260926,0.17851482821467002,-0.2940218577068694,0.8211711648887027,0.919170545538314,0.9707307571418025,1.0077625895307942,0.7978072331312623,0.9152137787448842,0.9730044099438355,1.0109858447702786,-1.5713761392262051,-0.7102519943374095,-0.2571899271050622,0.06821056947825632,-1.7857023960682383,-0.7488038707501644,-0.2384126014953519,0.09702200608257308,0.7935712304543441,-0.9359359359359356,0.5228091236494598,Affine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2859966785759763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3959468472837508,0.0,0.0,0.1066186114134299,0.0,0.0,0.2114378627268429,0.0,11,8,25,20,38,7,77,39,74,72,20,81,11,16,42,96,90,52,37,52,9,35,67,95,-4.831710692885132,2.04266847914386,-1.3313008502313672,-2.702589211251756,0.0887215121418849,0.863682,0.309682078431373,0.890796490196078,0.458961803921569,0.154183980392157,4,5
0,0.8172755206929543,0.5744002032658659,0.0013000726846310602,0.0544810585094754,42.001821034486,0.8614407810907598,0.9232999312300303,2.015570566742781,0.9739394263047766,-0.2659967781095053,-0.5535446284723332,1.0,0.07907999999999994,0.05696,1.3885503999332018,0.08663999999999994,0.07675999999999998,1.1290273525932122,0.11183999999999994,0.09731999999999998,1.1492191993861016,0.5513651428501513,0.861467078520796,0.5128030088702747,0.16737969089446086,-0.26034836646053106,1.0020465299120742,1.010874792907856,0.9913029207099056,0.960156972815853,1.0212698389730543,1.0379632194943798,1.0086224599179077,0.9655925448505037,0.01797997330712028,0.0955576353635894,-0.07642170754789886,-0.3501028310884745,0.18784092265195476,0.335276973162857,0.07615003513666384,-0.30387522920603727,0.8066997846011992,-0.9599599599599596,0.4833533413365346,Affine,0.0,0.1200416296298559,0.0,0.0,0.0,0.0,0.0,0.0279470681692305,0.0,0.0,0.0,0.0,0.0,0.0,0.2419769519323403,0.0,0.0,0.0,0.0,0.3171730824213664,0.2928612678472067,0.0,0.0,0.0,7,2,25,76,94,94,93,41,75,52,87,81,77,97,65,77,38,67,80,42,71,54,67,78,-2.333244630494016,-1.0798207746718085,2.1533638869309453,-3.8309293551696055,4.596562079612564,0.961539960784314,0.548353980392157,0.963700450980392,0.694398607843137,0.494846,5,5
0,0.9513242835912763,0.7175953330422384,0.00245185705062166,0.045624686495348635,18.60948754864311,0.9862606771466289,0.9630869390295429,204.1187092522308,0.9987008455973422,-0.805583306671433,0.31337567201582794,1.2,0.034919999999999965,0.014479999999999998,2.4341472154470587,0.008039999999999981,0.02063999999999992,0.3906667060836889,0.02772,0.02715999999999998,1.0200779356212835,0.7650815091164197,0.8852664501887502,0.597985228238508,0.1516466355008592,-0.2266275889846102,0.6326518873795905,0.7142833611477641,0.7721690978547522,0.8592144493751193,0.6070229925278107,0.6985036562300596,0.7594874409079531,0.8520662048584805,-3.2279068535658224,-2.510603295528747,-2.001961566857639,-1.2370890465711666,-3.4706308424037973,-2.6627171278427975,-2.124123104960196,-1.3065007561057629,0.7825366676585925,-1.0960960960960962,0.4573829531812724,Affine,0.0,0.0,0.0,0.0,0.0,0.0,0.3267339109150616,0.0,0.0,0.0,0.6732660890849383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,80,4,31,13,27,59,65,64,25,37,75,73,71,14,94,24,67,48,91,65,38,90,70,-4.574713157309463,3.065373553282285,2.2459119395141034,-2.179104228724267,-3.8167714844774303,0.312233823529412,0.342225117647059,0.819129274509804,0.411781764705882,0.291983078431373,6,5
0,0.2943997335733945,0.7773816312688595,0.00184983630325042,0.02033209555734372,11.105297889267288,0.6367137454827441,0.47962639833402143,1.6460886984855716,0.8531664960883567,-0.9235202226792703,0.7226608762586373,1.6,0.09092,0.07171999999999999,1.2680488063721218,0.2226,0.1162,1.9160784188690037,0.3003199999999999,0.1706399999999999,1.7612419147336844,0.560671815929061,0.8604547556590424,0.5144828046135482,0.16925484799000845,-0.3361566809350585,0.8074297805676283,0.9633748987020875,1.0386988044619172,1.0616883557382066,0.7092102755798975,0.8829957521067009,1.0395915539966216,1.0809285951333594,-1.692127952635969,-0.32182370268428173,0.3400508696313775,0.5420584201682793,-2.5681570250222996,-1.033349890206645,0.3496514750809411,0.7147336857727413,0.783389469981573,-0.8998998998998996,0.5130852340936374,Affine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3675330951168362,0.0,0.0,0.0,0.3165269258217741,0.1158551651275496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000848139338399,59,12,54,51,38,46,99,10,9,87,94,52,51,22,73,83,72,68,5,83,82,29,83,6,3.5237493819424834,1.796116264169335,-2.091187764650307,-4.830708283297266,4.384903423680463,0.182966803921569,0.235607019607843,0.24543668627451,0.286833470588235,0.181571549019608,7,5
0,0.7239355938615677,0.8174004012802127,0.008077213135051501,0.02167185714509024,2.6835743367500604,0.8738900304447468,0.8332661003762484,3.09979818608504,0.986695435016237,-1.735541178143534,4.203916903020017,3.6,0.03575999999999996,0.02275999999999998,1.5710802768406453,0.04115999999999994,0.044319999999999936,0.9289106625133648,0.1292,0.09607999999999998,1.3448058986117148,0.6531998942708942,0.865792726961012,0.5804028568117157,0.16391056903747137,-0.2434993016029782,0.6382379453217075,0.7232244398156099,0.7958865692557164,0.9040663165176408,0.6100682634088695,0.7032320912113086,0.7839811518790043,0.8960909651621203,-3.178819467584085,-2.432039794168858,-1.7935543076626168,-0.8429739628435422,-3.4437455853381493,-2.62095068703489,-1.90780165589712,-0.9176884210064891,0.7888313885654771,-1.084084084084084,0.48039215686274506,Affine,0.275254417813246,0.0,0.0,0.0,0.0,0.2571956934847647,0.2024711520874396,0.0,0.0,0.0,0.0,0.2650787366145497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,58,43,69,72,91,37,58,37,82,26,42,16,22,23,47,67,3,12,23,11,52,50,57,-0.9574683354003808,-3.2373315301070305,4.118339453433821,-1.4097935564742636,-0.367483590024027,0.948236725490196,0.467509549019608,0.956876980392157,0.653648,0.711388784313726,8,5
0,0.9776558506073979,0.6609076350289418,0.0027271821164554203,0.036642876430566095,13.437245111436482,0.9822389937390807,0.9820507137824668,3.229981704943797,0.9877617950463948,-0.36717857382928526,0.18679105608199573,2.2,0.03591999999999998,0.01676,2.147014737467825,0.019279999999999978,0.02891999999999998,0.6667146006188559,0.01444,0.013120000000000001,1.1008995788958573,0.7527633282709645,0.8826065129982918,0.5921263221775682,0.15371592470497175,-0.22153476237897402,0.6274503255851787,0.7069618080727674,0.7727938698128028,0.8692213084205467,0.6015445952352276,0.6893538395138528,0.7608694318243415,0.8619604299980441,-3.2736090001629146,-2.5749398957305685,-1.996471219474164,-1.1491591140819226,-3.5190265614829075,-2.74352158042658,-2.1119189037448827,-1.2191176406499493,0.7924727770560903,-1.1161161161161162,0.46622649059623844,Affine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7429741887186349,0.0,0.2570258112813651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,46,29,70,46,16,98,51,11,11,63,53,89,58,19,32,50,72,55,76,41,99,70,21,1.986186633839151,3.194188270343922,-3.9982225125345208,3.986739040438025,4.325397181235374,0.284759607843137,0.31276531372549,0.849829352941177,0.358144078431373,0.288034058823529,9,5
